,first_word,first_onset,last_word,last_offset
(S (NP (DP (DT 这) (CLP (M 只))) (NP (NN 羊))) (VP (ADVP (AD 已经)) (PP (NP (NN 病))) (VP (VV 得) (VP (ADVP (AD 很)) (VP (VV 重) (AS 了)))))) ,这,341.08,了,343.04
(S (VP (PP (P 给) (NP (PRP 我))) (ADVP (AD 重新)) (VP (VV 画) (QP (CD 一) (CLP (M 只)))))) ,给,343.67,只,344.82
(S (NP (PRP 我)) (VP (ADVP (AD 又)) (VP (VV 画) (AS 了) (VV 起来)))) ,我,345.76,起来,346.71
(S (NP (DNP (NP (PRP 我)) (DEG 的)) (DP (DT 这) (CLP (M 位))) (NP (NN 朋友))) (VP (DVP (VCD (VA 天真) (VA 可爱)) (DEV 地)) (VP (VV 笑) (AS 了)))) ,我,347.31,了,349.54
(S (S (S (NP (PRP 你)) (VP (VV 看))) (S (S (S (NP (PRP 你)) (VP (VV 画))) (DEC 的)) (VP (ADVP (AD 不)) (VP (VC 是) (NP (ADJP (JJ 小)) (NP (NN 羊))))))) (S (NP (PRP 他)) (VP (VV 说)))) ,你,350.39,说,354.06
(S (S (VP (VP (VC 是) (NP (DP (DT 头)) (NP (NN 公羊)))) (VP (ADVP (AD 还)) (VP (VE 有) (NP (NN 犄角)))))) (SP 呢)) ,是,354.83,呢,357.1
(S (ADVP (AD 于是)) (NP (PRP 我)) (VP (ADVP (AD 又)) (ADVP (AD 重新)) (VP (VV 画) (AS 了) (QP (CD 一) (CLP (M 张)))))) ,于是,358.15,张,360.28
(S (S (NP (DP (DT 这) (CLP (M 幅))) (NP (NN 画))) (VP (PP (P 同) (DP (DT 前) (QP (CD 几) (CLP (M 幅))))) (VP (VA 一样)))) (VP (ADVP (AD 又)) (VP (SB 被) (VP (VV 拒绝) (AS 了))))) ,这,361.15,了,363.71
(S (DP (DT 这) (QP (CD 一) (CLP (M 只)))) (VP (ADVP (AD 太)) (PP (NP (NR 老))) (VP (VV 了)))) ,这,364.58,了,365.73
(S (NP (PRP 我)) (VP (VV 想) (S (S (VP (VV 要) (QP (CD 一) (CLP (M 只))))) (VP (VV 能) (VP (VV 活) (S (VP (VV 得) (NP (S (S (VP (VA 长))) (DEC 的)) (NP (NN 羊)))))))))) ,我,366.26,羊,368.47
(S (NP (PRP 我)) (VP (VV 不耐烦) (AS 了))) ,我,369.44,了,370.2
(S (PP (P 因为) (S (NP (PRP 我)) (VP (VV 急于) (VP (VV 要) (VP (VV 检修) (NP (NN 发动机))))))) (S (S (ADVP (AD 于是)) (S (VP (ADVP (AD 就)) (VP (ADVP (AD 草草)) (VP (VP (VV 画) (AS 了)) (NP (DP (DT 这) (CLP (M 张))) (NP (NN 画)))))))) (CC 并且) (S (VP (ADVP (AD 匆匆) (DEV 地)) (VP (PP (P 对) (NP (PRP 他))) (VP (VP (VV 说) (VV 道)) (S (NP (PRP 这)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 只))) (NP (NN 箱子))))))))))),因为,370.71,箱子,378.68
(S (NP (PRP 你)) (NP (S (S (VP (VV 要))) (DEC 的)) (NP (NN 羊))) (VP (ADVP (AD 就)) (VP (VV 在) (NP (NN 里面))))) ,你,379.23,里面,380.55
(S (ADVP (AD 这时)) (S (NP (PRP 我)) (VP (ADVP (ADVP (AD 十分) (AD 惊奇)) (DEV 地)) (VP (VV 看到) (S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (DP (DT 这) (CLP (M 位))) (NP (ADJP (JJ 小)) (NP (NN 评判员))))) (VP (VV 喜笑颜开))))))) ,这时,381.59,喜笑颜开,385.75
(S (NP (PRP 他)) (VP (VV 说) (S (NP (PRP 这)) (VP (ADVP (AD 正)) (VP (VC 是) (S (S (NP (PRP 我)) (VP (VV 想) (VV 要))) (DEC 的))))))) ,他,386.53,的,389.07
(S (S (NP (PRP 你)) (VP (VV 说) (S (NP (DP (DT 这) (CLP (M 只))) (NP (NN 羊))) (VP (VV 需要) (NP (ADJP (ADVP (AD 很)) (ADJP (JJ 多))) (NP (NN 草))))))) (SP 吗)),你,389.69,吗,391.96
(S (VP (VA 为什么))) ,为什么,392.87,为什么,393.29
(S (ADVP (AD 因为)) (S (NP (S (S (NP (PRP 我)) (VP (VV 住))) (DEC 的)) (NP (NN 地方))) (VP (NP (NN 一切)) (VP (ADVP (AD 都)) (VP (ADVP (AD 非常)) (VP (VA 小))))))),因为,394.13,小,396.39
(S (S (S (S (NP (NN 地方)) (VP (VV 小))) (VP (ADVP (AD 也)) (VP (VV 够) (VP (VV 喂养) (NP (PRP 它)))))) (SP 的)) (S (NP (PRP 我)) (VP (VV 说)))) ,地方,397.14,说,400.07
(S (NP (S (S (NP (PRP 我)) (VP (PP (P 给) (NP (PRP 你))) (VP (VV 画)))) (DEC 的))) (VP (VC 是) (NP (QP (CD 一) (CLP (M 只))) (NP (ADJP (ADJP (ADVP (AD 很)) (ADJP (JJ 小))) (DEC 的)) (NP (ADJP (JJ 小)) (NP (NN 羊))))))) ,我,400.62,羊,402.94
(S (NP (PRP 他)) (VP (BA 把) (S (NP (NN 脑袋)) (VP (VP (VV 靠) (ADVP (AD 近))) (NP (DP (DT 这) (CLP (M 张))) (NP (NN 画))))))) ,他,403.84,画,405.29
(S (VP (ADVP (AD 并)) (VP (ADVP (AD 不)) (VP (VV 像) (S (NP (S (S (NP (PRP 你)) (VP (VV 说))) (DEC 的))) (VP (ADVP (AD 那么)) (VP (VA 小)))))))) ,并,406.22,小,407.7
(S (S (VP (VV 瞧))) (S (NP (PRP 它)) (VP (VP (VV 睡) (AS 着)) (AS 了)))),瞧,408.35,了,409.87
(S (PP (P 就) (NP (PRP 这样))) (S (NP (PRP 我)) (VP (VP (VV 认识) (AS 了)) (NP (NN 小王子))))) ,就,410.4,小王子,413.42
(S (NP (PRP 我)) (VP (VP (VP (VV 费) (AS 了)) (NP (ADVP (AD 好)) (NP (ADJP (JJ 长)) (NP (NN 时间))))) (VP (ADVP (AD 才)) (VP (VP (VV 弄) (ADVP (AD 清楚))) (S (NP (PRP 他)) (VP (VC 是) (S (VP (PP (P 从) (NP (NN 哪里))) (VP (VV 来))) (DEC 的)))))))),我,414.63,的,417.72
(S (NP (NN 小王子)) (VP (PP (P 向) (NP (PRP 我))) (VP (VP (VV 提出) (AS 了)) (NP (ADJP (ADVP (AD 很)) (ADJP (JJ 多))) (NP (NN 问题)))))) ,小王子,418.51,问题,420.61
(S (ADVP (AD 可是)) (S (PP (P 对) (NP (S (S (NP (PRP 我)) (VP (VV 提) (MSP 出))) (DEC 的)) (NP (NN 问题)))) (S (S (NP (PRP 他)) (VP (ADVP (AD 好像)) (VP (ADVP (AD 压根儿)) (VP (VE 没有) (VV 听见))))) (ADVP (AD 似的))))) ,可是,421.12,似的,424.44
(S (NP (S (S (NP (PRP 他)) (VP (LCP (NP (NN 无意)) (LC 中)) (VV 吐露))) (DEC 的)) (NP (QP (CD 一些)) (NP (NN 话)))) (VP (ADVP (AD 逐渐)) (VP (VV 使) (S (NP (PRP 我)) (VP (VP (VV 搞清) (AS 了)) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 来历)))))))),他,425.3,来历,428.47
(S (PP (ADVP (AD 例如)) (PP (P 当) (LCP (S (NP (PRP 他)) (VP (QP (OD 第一) (CLP (M 次))) (VP (VV 瞅见) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 飞机)))))) (LC 时)))) (S (S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (ADVP (AD 不)) (VP (VP (VP (VV 画) (ADVP (AD 出))) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 飞机)))) (AS 了))))) (PP (P 因为) (S (NP (DP (DT 这) (CLP (M 种))) (NP (NN 图画))) (VP (PP (PP (P 对) (NP (PRP 我))) (VP (MSP 来) (VP (VV 说)))) (VP (ADVP (AD 太)) (VP (VA 复杂))))))) (S (NP (PRP 他)) (VP (VV 问) (S (NP (PRP 我)) (VP (VV 道) (S (NP (PRP 这)) (VP (VC 是) (NP (CLP (M 个)) (NP (ADJP (JJ 啥)) (NP (NN 玩意儿))))))))))),例如,429.12,玩意,439.14
(S (NP (PRP 这)) (VP (ADVP (AD 不)) (VP (VC 是) (NP (NN 玩意儿))))) ,这,440.07,玩意,440.94
(S (NP (PRP 它)) (VP (VSB (VV 能) (VV 飞)))) ,它,441.38,飞,441.89
(S (NP (PRP 这)) (VP (VC 是) (NP (NN 飞机)))) ,这,442.5,飞机,443.14
(S (VP (VC 是) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 飞机))))) ,是,443.43,飞机,444.32
(S (NP (PRP 我)) (VP (ADVP (AD 当时)) (VP (DVP (VP (ADVP (AD 很)) (VP (VA 骄傲))) (DEV 地)) (VP (VV 告诉) (NP (PRP 他)) (S (NP (PRP 我)) (VP (VSB (VV 能) (VV 飞)))))))),我,445.08,飞,447.08
(S (ADVP (AD 于是)) (S (NP (PRP 他)) (VP (VP (ADVP (AD 惊奇) (DEV 地)) (VP (VV 说道))) (S (IJ 怎么) (S (NP (PRP 你)) (VP (VC 是) (S (VP (PP (P 从) (LCP (NP (NN 天)) (LC 上))) (VP (VV 掉) (MSP 下来))) (DEC 的)))))))) ,于是,447.87,的,451.93
(S (NP (S (S (VP (VC 是))) (DEC 的))) (NP (PRP 我)) (VP (DVP (VP (VA 谦逊)) (DEV 地)) (VP (VV 答道)))) ,是,452.67,答道,454.61
(S (ADVP (AD 啊)) (NP (PRP 这)) (VP (ADVP (AD 真)) (VP (VV 滑稽)))) ,啊,455.1,滑稽,456.75
(S (ADVP (AD 此时)) (S (NP (NN 小王子)) (VP (VV 发出) (NP (QP (CD 一) (CLP (M 阵))) (NP (ADJP (JJ 清脆) (DEG 的)) (NP (NN 笑声))))))) ,此时,457.71,笑声,460.23
(S (NP (PRP 这)) (VP (VV 使) (S (NP (PRP 我)) (VP (ADVP (AD 很)) (VP (ADVP (AD 不)) (VP (VA 高兴))))))) ,这,460.9,高兴,462.01
(S (NP (PRP 我)) (VP (VV 要求) (S (NP (NN 别人)) (VP (ADVP (AD 严肃) (DEV 地)) (VP (VV 对待) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 不幸)))))))) ,我,462.64,不幸,464.58
(S (ADVP (AD 然后)) (S (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VP (VV 说道)) (S (ADVP (AD 那么)) (S (NP (PRP 你)) (VP (ADVP (AD 也)) (VP (VC 是) (S (S (VP (PP (P 从) (LCP (NP (NN 天)) (LC 上))) (VP (VV 来))) (DEC 的)) (SP 了)))))))))),然后,465.29,了,469.1
(S (NP (PRP 你)) (VP (VC 是) (S (LCP (NP (NP (NN 哪个)) (NP (NN 星球))) (LC 上)) (DEC 的)))),你,469.66,的,471.23
(S (ADVP (AD 即刻)) (S (PP (P 对于) (NP (S (S (NP (PRP 他)) (VP (VC 是) (VP (PP (P 从) (NP (NN 哪里))) (VP (VV 来))))) (DEG 的)) (NP (DP (DT 这个)) (NP (NN 秘密))))) (S (NP (PRP 我)) (VP (ADVP (AD 隐约)) (VP (VP (VP (VV 发现) (MSP 到)) (AS 了)) (NP (QP (CD 一点)) (NP (NN 线索)))))))) ,即刻,472.27,线索,477.02
(S (ADVP (AD 于是)) (S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (ADVP (AD 突然)) (VP (VV 问道) (S (S (NP (PRP 你)) (VP (VC 是) (S (VP (PP (P 从) (LCP (NP (DP (DT 另) (QP (CD 一) (CLP (M 个)))) (NP (NN 星球))) (LC 上))) (VP (VV 来))) (DEC 的)))) (SP 吗))))))),于是,477.68,吗,481.95
(S (ADVP (AD 可是)) (S (NP (PRP 他)) (VP (ADVP (AD 不)) (VP (VV 回答) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 问题))))))) ,可是,482.91,问题,484.27
(S (S (NP (PRP 他)) (VP (VP (ADVP (AD 一面)) (VP (VP (VV 看) (AS 着)) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 飞机))))) (VP (ADVP (AD 一面)) (VP (ADVP (AD 微微) (DEV 地)) (VP (VP (VV 点点)) (NP (NN 头))))))) (S (ADVP (AD 接着)) (S (VP (VP (VV 说道)) (S (S (VP (ADVP (AD 可)) (VP (ADVP (AD 不)) (VP (VC 是))))) (SP 吗)))))) ,他,484.7,吗,489.84
(S (S (VP (VV 乘坐) (NP (DP (DT 这)) (NP (NN 玩意儿))))) (S (NP (PRP 你)) (VP (ADVP (AD 不)) (VP (VV 可能) (VP (VC 是) (S (VP (PP (P 从) (NP (ADJP (ADJP (ADVP (AD 很)) (JJ 远)) (DEG 的)) (NP (NN 地方)))) (VP (VV 来))) (DEC 的))))))),乘坐,490.39,的,493.63
(S (S (VP (VV 说) (PP (P 到) (NP (PRP 这里))))) (S (NP (PRP 他)) (VP (ADVP (AD 就)) (VP (ADVP (NP (ADJP (JJ 长)) (NP (NN 时间))) (DEV 地)) (VP (VV 陷入) (LCP (NP (NN 沉思)) (LC 之中))))))) ,说,494.55,之中,497.43
(S (VP (VP (ADVP (AD 然后)) (PP (P 从) (LCP (NP (NN 口袋)) (LC 里))) (VP (VV 掏) (NP (S (S (VP (VV 出) (AS 了) (NP (NP (PRP 我)) (NP (NN 画))))) (DEC 的)) (ADJP (JJ 小)) (NP (NN 羊))))) (VP (VP (VV 看) (AS 着) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 宝贝)))) (VP (VV 入) (AS 了))) (VP (ADJP (JJ 神))))) ,然后,498.08,神,502.08
(S (NP (S (S (NP (PRP 你们)) (VP (VV 可以) (NP (NP (NR 想见)) (DP (DT 这) (CLP (M 种))) (DNP (PP (P 关于) (NP (DNP (NP (NR 别)) (DEG 的)) (NP (NN 星球)))) (DEG 的)) (NP (NN 若明若暗))))) (DEC 的)) (NP (NN 话语))) (VP (VV 使) (NP (NP (PRP 我)) (NP (NN 心里) (NN 多么))) (S (VP (VA 好奇))))) ,你们,502.63,好奇,507.48
(S (ADVP (AD 因此)) (NP (PRP 我)) (VP (ADVP (AD 竭力)) (PP (NP (NN 地))) (VP (VV 想) (S (VP (VV 知道) (NP (S (S (NP (NN 其中)) (VP (ADVP (AD 更)) (VP (VA 多)))) (DEC 的)) (NP (NN 奥秘)))))))) ,因此,508.01,奥秘,510.86
(S (S (NP (PRP 你)) (VP (VC 是) (NP (S (S (VP (PP (P 从) (NP (NN 哪里))) (VP (VV 来)))) (DEC 的))))) (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 小家伙)))) ,你,511.48,小家伙,513.5
(S (NP (DNP (NP (PRP 你)) (DEG 的)) (NP (NN 家))) (VP (VV 在) (NP (DP (DT 什么)) (NP (NN 地方))))) ,你,514.11,地方,515.21
(S (NP (PRP 你)) (VP (VP (VV 要) (VP (BA 把) (S (NP (DNP (NP (PRP 你)) (DEG 的)) (ADJP (JJ 小)) (NP (NN 羊))) (VP (VV 带到) (NP (NN 哪里)))))) (VP (VV 去)))) ,你,515.75,去,517.43
(S (S (NP (PRP 他)) (VP (VP (VV 沉思) (AS 了)) (QP (CD 一会儿)))) (S (VP (ADVP (AD 然后)) (VP (VV 回答) (NP (PRP 我)) (VP (VV 说) (S (S (VP (VA 好) (PP (P 在) (VP (VE 有) (NP (S (S (NP (PRP 你)) (VP (VV 给) (NP (PRP 我)))) (DEC 的)) (NP (DP (DT 那) (CLP (M 只))) (NP (NN 箱子)))))))) (S (NP (NN 夜晚)) (VP (VV 可以) (VP (PP (P 给) (NP (ADJP (JJ 小)) (NP (NN 羊)))) (VP (PP (P 当) (NP (NN 房子))) (VP (VV 用)))))))))))) ,他,518.35,用,525.25
(S (ADVP (AD 那)) (S (ADVP (AD 当然)) (NP (S (S (VP (ADVP (CS 如果)) (NP (PRP 你)) (VP (VV 听话)))) (DEC 的)) (NP (NN 话))) (NP (PRP 我)) (VP (ADVP (AD 再)) (PP (P 给) (NP (PRP 你))) (VP (VV 画) (NP (QP (CD 一) (CLP (M 根))) (NP (NN 绳子))))))) ,那,526.15,绳子,529.81
(S (NP (NR 白天)) (VP (VV 可以) (VP (VP (VV 拴) (MSP 住)) (NP (PRP 它))))) ,白天,530.19,它,531.16
(S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 建议))) (VP (ADVP (AD 看来)) (VP (ADVP (AD 有点儿)) (VP (VV 使) (NP (NN 小王子)) (VP (VA 反感)))))) ,我,532.23,反感,534.61
(S (VP (VP (VV 拴) (MSP 住)) (NP (PRP 它)))) ,拴,535.37,它,536.01
(S (NP (ADJP (ADJP (ADVP (AD 多么)) (JJ 奇怪)) (DEC 的)) (NP (NN 主意)))) ,多么,536.55,主意,537.52
(S (S (ADVP (CS 如果)) (S (NP (PRP 你)) (VP (ADVP (AD 不)) (VP (VP (VV 拴) (MSP 住)) (NP (PRP 它)))))) (S (NP (PRP 它)) (VP (ADVP (AD 就)) (VP (ADVP (AD 到处)) (VP (VV 跑)))))) ,如果,538.79,跑,540.92
(S (ADVP (AD 那么)) (S (S (NP (PRP 它)) (VP (ADVP (VV 会)) (VP (VCD (VV 跑) (VV 丢))))) (SP 的))),那么,541.32,的,542.27
(S (S (NP (DNP (NP (PRP 我)) (DEG 的)) (NP (DP (DT 这) (CLP (M 位))) (NP (NN 朋友)))) (VP (ADVP (AD 又)) (VP (VP (VCD (VV 笑) (VV 出)) (AS 了)) (NP (NN 声))))) (S (S (NP (PRP 你)) (VP (VP (VCD (VV 想) (VV 要))) (S (NP (PRP 它)) (VP (VP (VV 跑)) (VP (PP (P 到) (NP (NN 哪里))) (VP (VV 去))))))) (SP 呀))) ,我,543.2,呀,547.55
(S (S (VP (VV 不管) (NP (DP (DT 什么)) (NP (NN 地方))))) (S (NP (PRP 它)) (VP (ADVP (AD 一直)) (VP (PP (P 往) (LC 前)) (VP (VV 跑)))))) ,不管,548.51,跑,550.64
(S (ADVP (AD 这时)) (S (NP (NN 小王子)) (VP (DVP (VP (VA 郑重其事)) (DEV 地)) (VP (VV 说) (S (NP (PRP 这)) (VP (VE 没有) (NP (DP (DT 什么)) (NP (NN 关系))))))))) ,这时,551.44,关系,555.58
(S (NP (NP (PRP 我)) (PRP 那里)) (VP (VP (ADVP (AD 很)) (VP (VA 小))) (VP (ADVP (AD 很)) (VP (VA 小))))),我,556.11,小,557.74
(S (ADVP (AD 接着)) (S (NP (PRP 他)) (VP (DVP (VP (ADVP (AD 略)) (VP (VV 带) (NP (NN 伤感)))) (DEV 地)) (VP (ADVP (AD 又)) (VP (VP (VV 补充) (AS 了)) (NP (NP (QP (CD 一)) (NP (NN 句))) (S (S (VP (ADVP (AD 一直)) (VP (LCP (NP (NR 朝)) (LC 前)) (VP (VV 走))))) (S (ADVP (AD 也)) (VP (ADVP (AD 不会)) (VP (VP (VCD (VV 走) (VV 出))) (ADVP (ADVP (AD 多)) (ADJP (JJ 远))))))))))))) ,接着,558.7,远,564.95
(S (NP (PRP 我)) (VP (ADVP (AD 还)) (VP (VP (VV 了解) (MSP 到)) (NP (NP (DP (DT 另) (QP (CD 一) (CLP (M 件)))) (NP (ADJP (ADJP (JJ 重要)) (DEC 的)) (NP (NN 事儿)))) (VP (VP (VV 就是)) (S (NP (S (S (NP (NP (PRP 他)) (NP (NN 老家))) (VP (VV 所在))) (DEC 的)) (NP (DP (DT 那个)) (NN 星球))) (VP (PP (P 比) (NP (QP (CD 一) (CLP (M 座))) (NP (NN 房子)))) (VP (VP (VA 大) (ADVP (AD 不)) (MSP 了)) (QP (CD 多少)))))))))),我,0.04,多少,6.22
(S (NP (PRP 这)) (VP (ADVP (AD 倒)) (ADVP (AD 并)) (VP (VV 没有) (VP (VV 使) (NP (PRP 我)) (S (VP (VV 感到) (S (VP (ADVP (AD 太)) (VP (VA 奇怪)))))))))) ,这,7.07,奇怪,8.82
(S (NP (PRP 我)) (VP (VV 知道) (S (VP (PP (PP (P 除) (NP (NP (NN 地球) (NN 木星) (NN 火星) (NN 金星)) (NP (DP (DT 这) (QP (CD 几) (CLP (M 个)))) (NP (S (VP (VE 有) (NP (NN 名称))) (DEC 的)) (NP (ADJP (JJ 大)) (NP (NN 行星))))))) (LC 以外)) (VP (ADVP (AD 还)) (VP (VE 有) (NP (QP (CD 成百) (CLP (M 个))) (NP (ADJP (JJ 别的)) (NP (NN 星球)))))))))),我,9.5,星球,16.15
(S (NP (PRP 它们)) (S (NP (PRP 有的)) (VP (VP (VA 小) (DER 得) (ADVP (AD 很))) (VP (VP (ADVP (AD 就)) (VP (VC 是))) (VP (PP (P 用) (NP (NN 望远镜))) (VP (ADVP (AD 也)) (VP (ADVP (AD 很)) (VP (ADVP (AD 难)) (VP (VV 看见)))))))))) ,它们,16.71,看见,20.39
(S (PP (P 当) (S (NP (QP (CD 一) (CLP (M 个))) (NP (NN 天文) (NN 学者))) (VP (VP (VV 发现) (AS 了)) (NP (NP (NN 其中)) (NP (QP (CD 一个)) (NP (NN 星星))))))) (S (S (NP (PRP 他)) (VP (ADVP (AD 就)) (VP (PP (P 给) (NP (PRP 它))) (VP (VP (VV 编) (MSP 上)) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 号码))))))) (S (ADVP (AD 例如)) (VP (BA 把) (S (NP (PRP 它)) (VP (VV 称作) (NP (QP (CD 325)) (NP (ADJP (JJ 小)) (NP (NN 行星)))))))))) ,当,21.5,行星,28.83
(S (NP (PRP 我)) (VP (VP (VE 有) (S (NP (S (S (VP (VA 重要))) (DEC 的)) (NP (NN 根据))) (VP (VV 认为) (S (NP (S (S (NP (NN 小王子)) (VP (MSP 所) (VP (VV 来自)))) (DEC 的)) (NP (NN 那个) (NN 星球))) (VP (VC 是) (NP (ADJP (JJ 小)) (NP (NN 行星)))))))) (VP (QP (CD B612))))) ,我,29.54,612,34.96
(S (NP (DP (DT 这) (CLP (M 颗))) (ADJP (JJ 小)) (NP (NN 行星))) (VP (ADVP (AD 仅仅)) (VP (SB 被) (VP (PP (P 用) (NP (NN 望远镜))) (VP (VV 看见) (AS 过) (QP (CD 一) (CLP (M 次)))))))) ,这,35.65,次,38.85
(S (VP (PP (P 在) (QP (CD 1909) (CLP (M 年)))) (VP (LB 被) (NP (QP (CD 一) (CLP (M 个))) (NP (NR 土耳其) (NP (NN 天文学家))))))) ,在,39.62,天文学家,42.34
(S (ADVP (AD 当时)) (S (NP (PRP 他)) (VP (ADVP (AD 曾经)) (VP (PP (P 在) (LCP (NP (QP (CD 一) (CLP (M 次))) (NP (NN 国际) (NN 天文学家) (NN 代表) (NN 大会))) (LC 上))) (VP (PP (P 对) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 发现)))) (VP (VP (VV 做) (AS 了)) (NP (ADJP (ADJP (JJ 重要)) (DEC 的)) (NP (NN 论证))))))))) ,当时,42.95,论证,49.41
(S (ADVP (AD 但)) (S (PP (P 由于) (NP (S (S (NP (PRP 他)) (VP (MSP 所) (VP (VV 穿) (NP (NN 衣服))))) (DEC 的)) (NP (NN 缘故)))) (VP (ADVP (AD 那时)) (VP (VE 没有) (S (NP (NN 人)) (VP (VP (VV 相信)) (NP (PRP 他)))))))) ,但,50.07,他,53.93
(S (NP (DP (DT 那些)) (NP (NN 大人们))) (S (ADVP (AD 就是)) (VP (VV 这样)))) ,那些,54.6,这样,56.39
(S (ADVP (AD 幸好)) (S (NP (DNP (NP (NR 土耳其)) (DEG 的)) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 独裁者)))) (VP (PP (P 为了) (NP (DNP (NP (NP (ADJP (JJ 小)) (NP (NN 行星))) (NP (NN B612))) (DEG 的)) (NP (NN 声誉)))) (VP (VP (VV 迫使) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 人民))) (VP (ADVP (AD 都)) (VP (VV 要) (VP (VV 穿) (NP (NN 欧式) (NN 服装)))))) (VP (ADVP (AD 否则)) (VP (ADVP (AD 就)) (VP (VV 处以) (NP (NN 死刑))))))))) ,幸好,57.05,死刑,67.13
(S (ADVP (NP (QP (CD 1920)) (NP (NN 年)))) (S (NP (DP (DT 这) (CLP (M 位))) (NP (NN 天文学家))) (VP (VP (VP (VV 穿) (AS 了)) (NP (QP (CD 一身儿)) (NP (ADJP (ADVP (AD 非常)) (ADJP (ADJP (JJ 漂亮)) (DEC 的))) (NP (NN 服装))))) (VP (ADVP (AD 重新)) (VP (VP (VV 做) (AS 了)) (NP (QP (CD 一) (CLP (M 次))) (NP (NN 论证)))))))) ,1920,68.11,论证,73.53
(S (NP (DP (DT 这) (QP (CD 一) (CLP (M 次)))) (DNP (DP (DT 所有)) (DEG 的)) (NP (NN 人))) (VP (ADVP (AD 都)) (VP (VV 同意) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 看法)))))) ,这,74.25,看法,76.61
(S (S (NP (PRP 我)) (VP (PP (P 给) (NP (PRP 你们))) (VP (VP (VV 讲) (PP (P 关于) (NP (DNP (NP (NP (ADJP (JJ 小)) (NP (NN 行星))) (NN B612)) (DEG 的)) (NP (DP (DT 这些)) (NP (NN 细节)))))) (CC 并且) (VP (VV 告诉) (NP (PRP 你们)) (NP (DNP (NP (PRP 它)) (DEG 的)) (NP (NN 编号))))))) (S (NP (PRP 这)) (VP (VC 是) (NP (DNP (PP (P 由于) (NP (DP (DT 这些)) (NP (NN 大人)))) (DEG 的)) (NP (NN 缘故)))))),我,77.43,缘故,85.16
(S (PP (P 当) (LCP (S (NP (PRP 你)) (VP (PP (P 对) (NP (NN 大人们))) (VP (VP (VV 讲) (MSP 起)) (NP (DNP (NP (PRP 你)) (DEG 的)) (NP (QP (CD 一) (CLP (M 个))) (NP (ADJP (JJ 新)) (NP (NN 朋友)))))))) (LC 时))) (S (NP (PRP 他们)) (VP (ADVP (AD 从来)) (VP (ADVP (AD 不)) (VP (PP (P 向) (NP (PRP 你))) (VP (VV 提出) (NP (ADJP (ADJP (JJ 实质性)) (DEG 的)) (NP (NN 问题))))))))) ,当,85.99,问题,90.83
(S (NP (PRP 他们)) (VP (ADVP (AD 从来)) (VP (ADVP (AD 不)) (VP (VV 讲) (S (S (S (NP (S (NP (PRP 他)) (VP (VV 说话))) (NP (NN 声音))) (VP (VV 如何))) (SP 啊)) (S (S (NP (PRP 他)) (VP (VV 喜爱) (NP (S (NP (DP (DT 什么)) (NP (NN 样))) (DEC 的)) (NP (NN 游戏))))) (SP 啊)) (S (S (NP (PRP 他)) (VP (ADVP (AD 是否)) (VP (VV 收集) (NP (NN 蝴蝶) (NN 标本))))) (SP 呀))))))) ,他们,91.27,呀,98.28
(S (NP (PRP 他们)) (VP (ADVP (AD 却)) (VP (VV 问) (NP (PRP 你)) (S (S (S (NP (PRP 他)) (VP (VP (ADVP (AD 多)) (VP (VA 大))) (NP (NN 年纪)))) (SP 呀)) (S (S (NP (NN 弟兄)) (VP (QP (CD 几) (CLP (M 个))))) (SP 呀)) (S (S (NP (NN 体重)) (VP (VV 多少))) (SP 呀)) (S (S (NP (NP (PRP 他)) (NP (NN 父亲))) (VP (VV 挣) (NP (QP (CD 多少)) (NP (NN 钱))))) (SP 呀)))))) ,他们,99.08,呀,105.8
(S (NP (PRP 他们)) (VP (VV 以为) (S (VP (ADVP (AD 这样)) (VP (ADVP (AD 才)) (VP (VV 算) (VP (VV 了解) (NP (NN 朋友))))))))) ,他们,106.87,朋友,109.18
